Epoch 101: loss: 0.1826163245284039, acc: 92.5925925925926
Epoch 102: loss: 0.17674436258233112, acc: 92.5925925925926
Epoch 103: loss: 0.19758908709754114, acc: 91.35802469135803
Epoch 104: loss: 0.21270838120709296, acc: 91.0150891632373
Epoch 105: loss: 0.1973747300065082, acc: 91.42661179698217
Epoch 106: loss: 0.1762784178490224, acc: 93.27846364883402
Epoch 107: loss: 0.1631069367994433, acc: 93.0727023319616
Epoch 108: loss: 0.2020853936024334, acc: 91.42661179698217
Epoch 109: loss: 0.21040934842565787, acc: 91.08367626886145
Epoch 110: loss: 0.19288761330687482, acc: 92.04389574759945
Epoch 111: loss: 0.17990536177935806, acc: 92.4554183813443
Epoch 112: loss: 0.21324508410433066, acc: 90.1920438957476
Epoch 113: loss: 0.22689023711111234, acc: 91.35802469135803
Epoch 114: loss: 0.21469312452751657, acc: 90.94650205761317
Epoch 115: loss: 0.20619144063928854, acc: 91.76954732510288
Epoch 116: loss: 0.25134226161500683, acc: 90.12345679012346
Epoch 117: loss: 0.21107599365970361, acc: 92.38683127572017
Epoch 118: loss: 0.21964117107184036, acc: 90.80932784636488
Epoch 119: loss: 0.22032734524944556, acc: 91.42661179698217
Epoch 120: loss: 0.23228139333103015, acc: 90.74074074074075
